asset_id,type,title,topic_category,duration_mins,content_embedding
6b8129e8-20e9-4be7-86ee-84f404e513dd,Article,5 Quick Breakfast Ideas for Busy Mornings (Vol 3),Sustainability,4.9,"[0.7905269372248194, 0.6291067360965545, 0.8220607386886117, 0.6218968533682068, 0.8182371582348994, 0.6513833630268925, 0.16871820750067146, 0.35259844824275166, 0.9105459995776733, 0.017612256525738057, 0.005214543192676668, 0.9988132305200397, 0.2078400035075414, 0.4649116336510297, 0.4704661996420795, 0.7223511086778204, 0.7339423707543641, 0.621891345066348, 0.20801365460543453, 0.3084185257870601, 0.35014939325322336, 0.5459691120090623, 0.454565208387984, 0.2513458360486652, 0.7612990739084043, 0.23423349350916645, 0.7086573752713262, 0.17294404605249625, 0.3392826420098727, 0.8730516033272191, 0.9879531794323654, 0.5251203480937422, 0.841893072159933, 0.19019135965535727, 0.923351114020671, 0.1728393179247314, 0.32497118101778755, 0.07182387196665607, 0.9664878467190495, 0.42232175855156784, 0.9665945896115345, 0.9073686182407893, 0.00932643489870666, 0.6978323455515065, 0.05191600864173196, 0.05468706675172985, 0.3124438903071486, 0.16470292836578537, 0.5407515603940914, 0.8802482144323472, 0.5753222338452196, 0.9772514182207, 0.2803518930310108, 0.018694523690271803, 0.3010063781144392, 0.5207880169618773, 0.9463712723066504, 0.2562766646561945, 0.9519097338325202, 0.9208097637143907, 0.08791122178489363, 0.663517659421261, 0.4531553321998215, 0.1445532868870577, 0.6115330795045159, 0.15716801008870895, 0.27558133973625465, 0.7539209198186091, 0.07913372000924268, 0.08051724317667464, 0.7643434887195456, 0.42960627814470165, 0.7527722284998175, 0.9688875570307899, 0.13985770850258328, 0.8799305425846834, 0.6235566468153362, 0.4406706205138702, 0.3052699104310984, 0.7331349468041389, 0.6101885096085917, 0.5393877779949535, 0.46801304516579767, 0.22101216743839724, 0.331222217628807, 0.4050894771553758, 0.2712633938223241, 0.324218567335817, 0.8006094426920175, 0.9576331008174648, 0.46619882799619616, 0.5481007873728553, 0.3992673675392763, 0.43149932971799343, 0.9731253377831072, 0.8705728035592667, 0.41820467498099456, 0.8148471275224762, 0.9240515667138138, 0.03301137230386997, 0.5480550299721164, 0.8309143840035205, 0.5592307060188596, 0.9869366079510022, 0.32225340200090036, 0.6584110421507019, 0.49389038790036155, 0.49728850920622814, 0.5178718940043335, 0.09389987665954447, 0.550365415356772, 0.35173161150849597, 0.9148366667086633, 0.21597821449970833, 0.050004114218057505, 0.5604650269225576, 0.3476425501265189, 0.18987408449418552, 0.6412989959134752, 0.15463098971539413, 0.7058045271708193, 0.9683766375633189, 0.20763017073387968, 0.7312573845127966, 0.8277982054429487, 0.24153664604640102, 0.5242470608724771, 0.7798830862306392]"
1c0f4f5f-9370-4a63-b703-ad82df5fe4f9,Article,Building a Better Sandwich (Vol 6),Sustainability,11.7,"[0.6750056479301234, 0.9014844770518627, 0.11685601520577038, 0.6674080294190877, 0.7678486122522221, 0.25742502924716293, 0.622607953962866, 0.14001461294784256, 0.9125873025401557, 0.31627276262736803, 0.13016009301557396, 0.9046855706696149, 0.346491247421185, 0.11839891454542573, 0.29919510206898425, 0.011335821690820258, 0.3230265549541399, 0.046023435394547785, 0.3203662464841468, 0.15808045952012706, 0.9725848613087889, 0.7161696178106781, 0.24467466797400195, 0.8334368464331068, 0.20743305459992412, 0.9352697888183736, 0.10728116827243106, 0.3730570383058769, 0.6336049640315605, 0.3340795038958847, 0.3684250575720083, 0.4584596434817626, 0.3736990826560118, 0.9763832556406068, 0.5069490449976606, 0.5887749401001606, 0.44750176150118015, 0.40782062185562207, 0.9030648533539674, 0.7928422028739884, 0.42118232794707533, 0.8295913222310718, 0.46399804418959056, 0.8677828892704773, 0.47482456200659073, 0.563558231480967, 0.574443936287434, 0.8570273043071799, 0.7725476489134809, 0.4235265156070278, 0.8530013116540679, 0.18962245746476236, 0.5144719670769847, 0.017310402082033716, 0.9667555382266831, 0.8674184629969935, 0.4606516811444742, 0.11740325279385622, 0.20377467307094443, 0.3396561681083802, 0.5508375086937065, 0.4186574038185925, 0.14884228035353508, 0.26872648825063106, 0.7551189845255805, 0.2258742809806331, 0.3363064896096245, 0.1517361456323626, 0.8068559014253839, 0.9329749358937498, 0.12502335464777314, 0.27148139636574564, 0.21402295937041127, 0.6481339237973144, 0.10554301190130377, 0.9797715883031928, 0.2570893051755073, 0.8907599468305627, 0.044409377919614856, 0.5650136197549157, 0.05157016719578145, 0.33756319042412697, 0.2383679042555069, 0.9065384152179161, 0.6212979256345965, 0.8595986646667814, 0.7023601041468625, 0.36502702676073684, 0.5326142422069063, 0.7468165644184949, 0.561295600923191, 0.9250418039489658, 0.7906579879193507, 0.6737223993003943, 0.6021302657562443, 0.2083822587873475, 0.04387665004103203, 0.8234178459067448, 0.9051173518404757, 0.5699667129318096, 0.03284324080251966, 0.6497667990281766, 0.5828487879244917, 0.7475794780911011, 0.1617323085016713, 0.14963155604420886, 0.230390115529176, 0.9003452619458712, 0.41409310074439987, 0.7005007252961711, 0.032104192753454996, 0.3214455341899666, 0.6911640571678628, 0.04055608456148796, 0.0029431934401562554, 0.8272480041293743, 0.7799168223052382, 0.7801212523621186, 0.3472314882675521, 0.02739301138280903, 0.6587839122409851, 0.31469725714780417, 0.4794062778691299, 0.28975875214481217, 0.9325935361325985, 0.7916280330571136, 0.9363388538381943, 0.3844905227317287]"
ad1ef65c-d6ff-4ede-b745-a641ca11e9af,Blog,Unexpected Health Benefits of Olive Oil (Vol 8),Recipe,9.5,"[0.6918369009947225, 0.6132738720530436, 0.9056095607183041, 0.3252420894411686, 0.5532433276428959, 0.5132792264822383, 0.4380881446718452, 0.3521228625394188, 0.31824500649439946, 0.20261262610742758, 0.034863965001346586, 0.6813271217773701, 0.8450371386823252, 0.7312801631166655, 0.8028886940610246, 0.7320216268990353, 0.9333650072183522, 0.13822443749682112, 0.52121874415137, 0.8507282448806989, 0.43228025051852303, 0.3146167739175999, 0.48551807950566983, 0.593136581205607, 0.9889777118379125, 0.6327267172223698, 0.39787743300935374, 0.6925780964089646, 0.5700701971188767, 0.4269983010074707, 0.6320703994268675, 0.8601703602028795, 0.2812924339705073, 0.7232091270968106, 0.3076762882180041, 0.621148879970787, 0.0022359759772464516, 0.8508308637874746, 0.310418804419503, 0.3550595185554216, 0.8882779478808718, 0.0900465408321327, 0.6987288764698363, 0.6706582129776121, 0.08827932569178665, 0.6695924818846946, 0.7633521360169258, 0.16257733116723183, 0.7497968943338021, 0.5291317614884766, 0.46510612923034345, 0.9635949709649444, 0.5475284602853397, 0.44017089081521477, 0.6141428442234339, 0.6102882049421391, 0.43219942060023464, 0.9888278073423493, 0.46528398678053406, 0.5305466671420472, 0.3853799511979822, 0.5536935818561032, 0.7505700351072988, 0.8423089738750659, 0.39032772573362995, 0.14073513522810221, 0.44771090196118046, 0.8736913198486104, 0.39414667845389184, 0.3394926898383619, 0.8212552491823532, 0.7782315203632171, 0.14136359768527718, 0.9364595565698951, 0.9758029113457064, 0.3146439911609412, 0.7640308879687501, 0.6181715114256575, 0.6796949167873978, 0.5474667016596343, 0.1505830805044608, 0.058823755138336264, 0.4610880523311667, 0.26564815259015406, 0.4840117722895736, 0.04933972275775156, 0.4164891129550343, 0.38022118197279275, 0.11350916925689303, 0.10324585574892675, 0.9924684929415704, 0.612062837828665, 0.9759184680271635, 0.24094858838848354, 0.5394877003042224, 0.3613437946208423, 0.4169947744451795, 0.5319351797532211, 0.8977031076097284, 0.2321973899963925, 0.828488285976369, 0.1614061944199261, 0.3880945165135039, 0.926912208165126, 0.05689095745466988, 0.5777391566050175, 0.8900049188022044, 0.22352996201317588, 0.2946424380318705, 0.046830987462548324, 0.7272041844544703, 0.20316765144766535, 0.49152478128091714, 0.6964652836403673, 0.6562476494115169, 0.6971295864105753, 0.6166129290680741, 0.3752465740641844, 0.24537960285934224, 0.6782623940775343, 0.02054628957151894, 0.8532542818341542, 0.5071740444370942, 0.8220849544801141, 0.7283179269235145, 0.5488719698862963, 0.9615149203673442, 0.37065994456379736]"
57f3c493-c177-4243-87d4-2f58ccdced5f,Blog,The Ultimate Grilling Guide (Vol 8),Product Comparison,5.6,"[0.19992150032774347, 0.6758280917753153, 0.35550568329450594, 0.17943453257880904, 0.5532334757714715, 0.7591753735514692, 0.3395380757570632, 0.329638185188016, 0.9416936162561441, 0.1874552020561594, 0.8582378899193057, 0.6505492524365345, 0.41415194470616523, 0.4034883768444937, 0.3634308680243651, 0.5895364433057947, 0.43613235718589005, 0.9518477210558218, 0.9868913991995409, 0.6825674287527952, 0.26128273802427826, 0.8735880967527896, 0.5921611616342937, 0.15954446289951618, 0.6325353640672464, 0.4222027918105028, 0.7104878474534285, 0.06628621045694383, 0.6838862280353489, 0.28361441138062604, 0.5707664069357574, 0.5463113303870939, 0.9980278362023259, 0.10487114131198438, 0.8715449851241731, 0.31890995131984046, 0.5058724411066566, 0.7952898459638814, 0.3066235563929455, 0.9430346730300656, 0.8327184443420638, 0.030784003779292024, 0.24811274504328273, 0.7243867297470734, 0.7012966758216566, 0.9608028927432876, 0.11533695786073606, 0.9463440943934006, 0.6342431620467477, 0.9626541038578655, 0.9361480673072866, 0.4116110169656275, 0.4619373077007042, 0.08634913671946409, 0.19531462650183584, 0.20974274741631904, 0.42825395506648, 0.6300738540588042, 0.8695381193083259, 0.48561928302425583, 0.5749343388503726, 0.7505295413311679, 0.12380391461058893, 0.6796579996103222, 0.7635763332576199, 0.19323017557503264, 0.9950737232331964, 0.45446051122087106, 0.5511286515907657, 0.4692669340222224, 0.12105517087027284, 0.04245202440594553, 0.32373878769117115, 0.5809168218960128, 0.8799429430673821, 0.04210116141118436, 0.10019459888419668, 0.17852444142913415, 0.42350659603898533, 0.89317946707232, 0.7938212194138383, 0.7980033247307752, 0.6028917700906642, 0.5558385786287932, 0.0648904991511916, 0.7322301143852042, 0.5623361538667931, 0.12035969025379267, 0.9271727080116022, 0.5985900579002643, 0.6400381324787973, 0.6872712772895253, 0.9416241964815719, 0.7097803439422656, 0.4680713680507793, 0.5841330040488646, 0.5870835002145396, 0.8902833313303227, 0.12637680567811194, 0.7780308887975179, 0.6968471614124768, 0.04105961528883517, 0.8453037599240788, 0.6309965009401509, 0.7886844124441191, 0.49939258603375747, 0.7170913212927947, 0.01062835421490882, 0.22224996552114507, 0.7606457831324004, 0.9439465698613269, 0.1745043417222838, 0.397691069062835, 0.5464532962779454, 0.4773796790567424, 0.6369124301294455, 0.11883765364212884, 0.17978607056799245, 0.8146651797894437, 0.6810544238909397, 0.0974731558457399, 0.012321611348226846, 0.24898943564128195, 0.9422095120043912, 0.632299893682624, 0.2817918195677136, 0.6241260301934312, 0.7492428059642793]"
a8ec38de-e859-4d77-a3cd-cf1d04121dee,Article,How to Pick the Freshest Seafood (Vol 4),Family Life,4.1,"[0.699546177460671, 0.021756454969072858, 0.2712301971848662, 0.9356797374907169, 0.39571057271369103, 0.6942727765588151, 0.2212111231433358, 0.8514003494346432, 0.939089166591546, 0.5410160217021914, 0.4478259617300364, 0.31272364261881624, 0.17383352018968257, 0.20443411172846138, 0.09818212853256136, 0.03974715445958077, 0.7087550367528817, 0.8686061247730881, 0.1880549671706634, 0.18506260124676688, 0.04140786307310196, 0.645821590591367, 0.628906384542224, 0.7309220006882408, 0.5955175839389488, 0.6663081654620787, 0.16314357241232857, 0.2310195800977608, 0.18260384651122452, 0.6558350876310575, 0.4810644996403528, 0.31820526666785165, 0.43332402762246847, 0.8386830322981478, 0.3548339465792639, 0.8946347212971136, 0.06410014789914242, 0.5942109606890201, 0.22202061799812833, 0.8896616098661616, 0.2618153994303589, 0.9196816469949816, 0.9267932176199788, 0.2594119102988801, 0.9364996931036869, 0.05428081709624988, 0.9424143662705265, 0.6899121338035875, 0.24269452115264745, 0.900843630078823, 0.44556966351068206, 0.7776760410824807, 0.047811216274288304, 0.02529795904095622, 0.30513997883643773, 0.9754900846229004, 0.7754533938230651, 0.7591645922880036, 0.7100347310213835, 0.3195923935272086, 0.8711924153414531, 0.562353124319283, 0.8626333064117929, 0.003137637487700129, 0.9090390221260579, 0.1364822442739525, 0.7185744985163747, 0.2195758084536642, 0.5112590971997644, 0.050829883618369154, 0.6321307824160713, 0.6233002116789799, 0.0959038527147239, 0.5871468808217722, 0.8676546634464156, 0.08652997956907515, 0.48906725639139104, 0.43175203309314436, 0.8938007433748163, 0.35339859599111456, 0.9366162089520322, 0.047419882157667015, 0.9752247041511161, 0.4342520739261384, 0.5554172442735537, 0.9393872400518496, 0.27166573442479114, 0.916634844826674, 0.19970440613211393, 0.06960375636866434, 0.5768648635145696, 0.7854500874960848, 0.6315018448183883, 0.655013187211366, 0.6379341735675014, 0.8450965153582927, 0.6206770969586467, 0.9048575037152647, 0.12321523249599786, 0.24730474697634297, 0.6040854790563811, 0.9266135071223323, 0.5702267340937823, 0.49091458606836225, 0.22676884448393286, 0.6367414455009873, 0.7868066546888253, 0.11658105015611286, 0.9604127598284986, 0.2969204613852524, 0.7099397410289308, 0.9967934113716231, 0.008430813228428868, 0.23373689783563523, 0.3058311367246265, 0.8836840404781642, 0.07976686293720459, 0.06699016538561753, 0.4674613227481129, 0.8248479113168576, 0.28604562779375353, 0.7878446813498008, 0.5805615924187337, 0.32808519099718336, 0.9112903954081543, 0.3936418745922573, 0.17448396389786025, 0.9690142479565196]"
6bedecac-8b3f-4515-8677-d8b161c0f94e,Video,Baking Basics: Flour and Sugar (Vol 7),Sustainability,6.5,"[0.70438020632999, 0.4217924453170767, 0.5847930477332894, 0.8603323465828013, 0.6382647584421255, 0.2065999389939155, 0.5280751213918314, 0.5068691184277676, 0.3800031700973191, 0.43300342762206157, 0.3609661421746644, 0.7508423183892854, 0.814930727633504, 0.22493122075281335, 0.699848895414711, 0.5092834931995512, 0.06408577316955422, 0.5795858529737006, 0.778492369459591, 0.3763808064337498, 0.027569148103022356, 0.5637865597063284, 0.6692627981050476, 0.31744654515603954, 0.5864113041457659, 0.22875087489872947, 0.9817416907219617, 0.7900592414056283, 0.10941654972929804, 0.09600006065883637, 0.8391777174946624, 0.5641673038521897, 0.013762547328266983, 0.28723421617759315, 0.7190822413877526, 0.976661334134921, 0.13252860563631552, 0.5995322116971705, 0.5737826653344338, 0.716951795216076, 0.9679971115697714, 0.9668698276549168, 0.4917368958643409, 0.48861137218411355, 0.23303522699538393, 0.835781642113497, 0.3057707481932739, 0.14611335532231273, 0.2278344367023143, 0.3828286981330913, 0.9890061309188769, 0.2425188709261995, 0.352302652390189, 0.28881490646653585, 0.3480394192340931, 0.4998115185772589, 0.4110622948292135, 0.32368764928267646, 0.6797320576557601, 0.38796238065998323, 0.9104404634338076, 0.6342347116244639, 0.7077806865877317, 0.6132305875795078, 0.8864199235320758, 0.6969512685025308, 0.7869382566745841, 0.39668458576602283, 0.050828370877262885, 0.5970880476607489, 0.6176207291471153, 0.2934338387900711, 0.5918736272257514, 0.014910911123329429, 0.15135420393503196, 0.7273149576537028, 0.220411927657035, 0.621969782822071, 0.9403250412075203, 0.34886671569259353, 0.07413280747541884, 0.6827824159993559, 0.09202656188446434, 0.025855540237878394, 0.9016495218604208, 0.7078957732895823, 0.5382443839035403, 0.5302422415908536, 0.4382721159543389, 0.6171824848072143, 0.5005675407016552, 0.16669806613478233, 0.5147225247479665, 0.7218500887547525, 0.49836085391888674, 0.5087699662705243, 0.9746744716078097, 0.3977728305515361, 0.5213252183815195, 0.725125836615108, 0.571865735679728, 0.9630156196041455, 0.9341340452690655, 0.6763541104093892, 0.9026866952174037, 0.7346123793216718, 0.4004874315752315, 0.8330395356450833, 0.7404755044658863, 0.33606692482646394, 0.6823026146769761, 0.565963279116575, 0.2018257069826621, 0.5783080142990628, 0.1243068752663734, 0.7194986654001871, 0.29567987848400035, 0.07529042940493036, 0.10918958100282417, 0.48571510686160113, 0.6336907175001634, 0.1757192554448278, 0.24901007369789663, 0.22593411407613506, 0.6220883807478426, 0.9824587633564853, 0.5790203344031726, 0.4978408557605488]"
c5712f9a-1089-4242-b68d-28a26591b9ab,Video,Coffee Brewing 101 (Vol 3),Nutrition Tips,14.3,"[0.3174252913606207, 0.8955948340275673, 0.3407996608064844, 0.7471243873680341, 0.9859903805697393, 0.8704562574726984, 0.36957675157756564, 0.7798734723575148, 0.927941763193875, 0.6985909555872909, 0.32018061105680873, 0.06731615841951133, 0.17817248015254028, 0.5935957175558537, 0.7018677087674255, 0.7468138001569689, 0.027605783487226976, 0.6633683132599293, 0.530529424797146, 0.9463018492773483, 0.715893911457026, 0.09737596303216145, 0.22982353793741328, 0.27662632121596153, 0.5954244992969362, 0.7239170668767256, 0.09983483487664369, 0.7679945573306326, 0.11938616497821086, 0.05383204959281529, 0.09516762738786155, 0.6014356645196776, 0.29612269737304275, 0.36756580484210066, 0.919271165424702, 0.3647637729692472, 0.06488077709824713, 0.48937388024208917, 0.8611528728599442, 0.03005635446806254, 0.2784718237717352, 0.03695015797810197, 0.9253474487183242, 0.4690812077496995, 0.16525843960983766, 0.0004640383614236132, 0.5438152352142337, 0.4615907361022378, 0.666041427263575, 0.22832260583324304, 0.8761463769292688, 0.9909356634896731, 0.4849550205119396, 0.43420224402755214, 0.9867320036981994, 0.6944497333955026, 0.873741353067673, 0.4432908618083231, 0.2144137493926409, 0.8015523991574814, 0.41821102478573646, 0.29166920044317934, 0.5722486823276837, 0.22394072887664485, 0.4030283147713587, 0.8986864964834154, 0.3883818345352097, 0.08060903021743182, 0.5187419541850147, 0.3483415063984895, 0.02097711804510749, 0.20955079031130786, 0.4804018975254418, 0.9831010379707527, 0.4531017878080469, 0.9477847872610885, 0.5959070964349775, 0.6138763564833523, 0.08221205894578354, 0.9300061976723056, 0.5513910100678133, 0.9204397267095273, 0.2618122671684292, 0.6326490023756609, 0.696393798356659, 0.9257952915845515, 0.6837359118638743, 0.6739456214594203, 0.9693101224340811, 0.28227839029883395, 0.05571501942670265, 0.4569250625447213, 0.44245203264888233, 0.8175982238449506, 0.6103316246201264, 0.6613994385082045, 0.2086096764591655, 0.9100849243484167, 0.005035618601146985, 0.14165518532016463, 0.7839554528116784, 0.2081065953552036, 0.10557441186749905, 0.23233663759889955, 0.7556149013616227, 0.9656505585197555, 0.4062524566015072, 0.5054531728630558, 0.25285589767861916, 0.6768828848292449, 0.8069351632407918, 0.8202029791057098, 0.03133246326699546, 0.010001920154262045, 0.9994453317625509, 0.588245516585002, 0.1922291999790826, 0.4055910790663362, 0.11971395088475822, 0.19304038673842283, 0.3794794010669009, 0.878930385236864, 0.3166666252317252, 0.1234949103614813, 0.5411116478705643, 0.6153482504034756, 0.26660421776733456, 0.6599161436259806]"
ff1b5ef9-af67-4ee0-81e6-b2d6fda56303,Video,5 Quick Breakfast Ideas for Busy Mornings (Vol 3),Family Life,14.0,"[0.003920963566725666, 0.6261660432824923, 0.9796777989615263, 0.9441487868624544, 0.06071375979907789, 0.5139180911093045, 0.08383601548672537, 0.05814367604721049, 0.6774880011244808, 0.7578051724481417, 0.5702473053655766, 0.24500348844235353, 0.171908663647797, 0.4176415084764531, 0.7901559325713026, 0.6559058586366016, 0.7306413028762193, 0.811009882358624, 0.7529782356343536, 0.674287991158572, 0.5350890114621836, 0.30732987697016045, 0.5452451072136018, 0.21479232987077101, 0.5862885901838436, 0.04224316551342444, 0.0021163985354504256, 0.8483221022254221, 0.05750455789918241, 0.17243054502105315, 0.8464126545444975, 0.8305268881435071, 0.5052811980250667, 0.19582906815378676, 0.5494190075627712, 0.5373454315157433, 0.20782470784486728, 0.08947175679275843, 0.47001854463122217, 0.4674706413830274, 0.652658650740405, 0.6250698954461853, 0.37340812419599245, 0.9379706832028731, 0.4195020709865449, 0.10755298436464811, 0.6576522155042016, 0.26445445289571434, 0.6019433424861168, 0.7396756362204888, 0.7495049430417622, 0.2579480765236031, 0.8695927309417669, 0.6298052106392191, 0.22945397919729937, 0.6746013830857704, 0.12935503681367044, 0.7860606761702289, 0.7158024524323776, 0.48907011363971664, 0.912522751181346, 0.9648486447699258, 0.45346682826360574, 0.2395713306239372, 0.08712459768860259, 0.9224267744601862, 0.17345542420198834, 0.20582434491978774, 0.36688892912994975, 0.15258459477093878, 0.1001443329927224, 0.3917957618344935, 0.7299664640318425, 0.7686373135213487, 0.4504717848507086, 0.3258942357927066, 0.8461711022311299, 0.7647621124512738, 0.6711924245910454, 0.7729048683997825, 0.6333377726062392, 0.5533057893269808, 0.3894175005891446, 0.45839507879333563, 0.8435065791628885, 0.13015401933102033, 0.3425583327954852, 0.021461396131403077, 0.1049283006345747, 0.03788194525929367, 0.7218634743304521, 0.8412917812806128, 0.38868086143668823, 0.6164665353345924, 0.710209368421635, 0.8191742900569549, 0.8153529173077135, 0.17760853814968003, 0.9315756599160754, 0.47294672465550114, 0.048801589972619075, 0.5652347749977863, 0.4582333772386503, 0.0992618609205671, 0.10054883320344343, 0.1317413220572491, 0.06642320321181516, 0.11930870688026252, 0.6690086832008965, 0.6749740364297488, 0.38189484172193655, 0.33515077296065177, 0.7449086933756739, 0.264212025104262, 0.8423209448210146, 0.8406599738952099, 0.019689749609650642, 0.3123076186788827, 0.3516328871781734, 0.6047745135868727, 0.18848121157401698, 0.7844748380612666, 0.5671248278002754, 0.2501578495829183, 0.9436269970966115, 0.37951556641402295, 0.6113304805411255, 0.029784158966733032]"
ac5071c5-6bf2-4777-99d2-23f93510925e,Video,How to Organize Your Pantry (Vol 8),Product Comparison,12.0,"[0.7179831070233832, 0.6455652510810406, 0.8311822101561673, 0.041774425443300456, 0.49578767401143775, 0.6181905226445059, 0.7566383275918087, 0.8842990723887424, 0.8708582429179992, 0.7579619498114721, 0.07943769499187525, 0.19560355322043987, 0.5395380713981784, 0.46052184488762027, 0.58529523427255, 0.5174162055195134, 0.1879003429670849, 0.460030372527525, 0.48195770609036603, 0.7057845275558973, 0.7883438045417483, 0.37871986122167534, 0.6963756916545256, 0.11909269344949525, 0.0019738202514287817, 0.6714331558932948, 0.46754918802943446, 0.619012763178888, 0.6494346780922704, 0.18662651906593353, 0.7937586842194301, 0.6527155825269005, 0.8048316221328868, 0.9199939237331995, 0.9688123174288867, 0.26183888999797866, 0.43588629874446805, 0.5961329250782726, 0.7553046277775236, 0.4683656278007231, 0.06018498735130362, 0.5869211179439067, 0.4528616433039109, 0.6595965513132336, 0.28381095552763425, 0.47090430915953785, 0.10447523541066239, 0.8931045907165023, 0.3155255895300825, 0.4061807846675064, 0.48718878378049224, 0.6408545336927479, 0.2085726443499063, 0.9226159975519843, 0.29527256609884944, 0.7090796801231388, 0.1432534625798817, 0.40138708095560616, 0.4659956635051964, 0.2816604618359613, 0.28413432751978296, 0.9068967478936817, 0.25588052959489427, 0.7389233702589253, 0.7015813682989008, 0.16168498684486532, 0.6548811276151714, 0.06555199492150388, 0.734575300038957, 0.4117947306436921, 0.4690317610614838, 0.05066654779544855, 0.7641352810982366, 0.8026711935985714, 0.8829090139507785, 0.5695904806322062, 0.13542366413246654, 0.5115349665184658, 0.3968029552749036, 0.296367795080844, 0.8271127829892867, 0.6670254165882936, 0.11606344972078819, 0.37911904867135615, 0.882065752210459, 0.6232468171709037, 0.673931136564357, 0.8699554802045794, 0.29573210637680536, 0.6037146614776662, 0.32492356073917805, 0.9706522296900487, 0.4971269633147324, 0.2561469724102321, 0.9980037409403948, 0.9532496039902836, 0.2730233309711737, 0.1917989236129879, 0.46332949039628535, 0.7350319789972343, 0.15156082371148039, 0.03681036884980726, 0.24867711000215031, 0.9646620989146036, 0.23666832594130838, 0.2454608041851939, 0.3411488067421595, 0.789458015489953, 0.427841342882899, 0.575935534440821, 0.8720735676134108, 0.8773374862290569, 0.027845407024934987, 0.7418435914577802, 0.7926184814274956, 0.37587389314016717, 0.39706375288920537, 0.46807216522912987, 0.4496786161677283, 0.6614644202620472, 0.1304430302339602, 0.2933203531831171, 0.8227297689661434, 0.19457741615389434, 0.48093276680589025, 0.266252379178773, 0.14847985220347537, 0.6439777839353946]"
e8b1308a-6730-43cf-bbb5-aeed92e14a91,Video,Healthy Alternatives to Soda (Vol 10),Home Organization,7.1,"[0.7443792888863008, 0.08697822407559441, 0.6568141229014071, 0.8108888089653266, 0.73416728866612, 0.08982308064517608, 0.9400665574352355, 0.8125108361776078, 0.7984261489013966, 0.02913326250005721, 0.35366659530704103, 0.1745689241998687, 0.44120240587858994, 0.9959176217649065, 0.2447413025445888, 0.563149207313569, 0.5710722311622044, 0.6785291756667953, 0.5493942233229452, 0.020897411994968862, 0.8299733901527436, 0.7233385700702497, 0.9903776297678597, 0.1365992357761313, 0.46279392807535225, 0.8804688652595887, 0.07603344664193579, 0.6408432204773857, 0.4070202810662569, 0.10202927416910335, 0.8506565088023506, 0.1604893923068974, 0.9384075126308167, 0.3824011229274509, 0.01929140207068447, 0.6475461498124869, 0.916210389240615, 0.5534413018395197, 0.28256732096993464, 0.11020086714447197, 0.47808444464397803, 0.6003172485731209, 0.363862146402553, 0.6298756300112068, 0.2000649984257039, 0.9050485064813732, 0.18422548255594373, 0.5979438470165561, 0.48264601386169903, 0.19723839064307125, 0.2332162060612044, 0.4634282220363076, 0.71118392223655, 0.5736460476366844, 0.6138985902500745, 0.9943048028380539, 0.043412416716132385, 0.3939355167024494, 0.47312294886775796, 0.2769132211194182, 0.4789369399461456, 0.5093443378237671, 0.4419464397357794, 0.1260174152738166, 0.8683841351573053, 0.499684251649982, 0.8342009243380959, 0.6851116345391572, 0.8832502311200047, 0.7389845596378357, 0.08863093016558088, 0.07910428471678344, 0.46939559935128206, 0.7605058447394091, 0.8733505457188364, 0.03915039437081125, 0.08793179584600919, 0.11286606116432762, 0.970343040442117, 0.06393500151491471, 0.6495061740271302, 0.4413106649960321, 0.9155302937580245, 0.009397389467261319, 0.9376631524063541, 0.6705512479892033, 0.7238760978386273, 0.9188165827667942, 0.30872748706396735, 0.13903261759349217, 0.7898269624445884, 0.5583821484480397, 0.053257212192298065, 0.07295141645677894, 0.7922022732343342, 0.4357429940499389, 0.0978770683132435, 0.5544344534506811, 0.32420492644078736, 0.3628569277966158, 0.6461280490765826, 0.611930555811569, 0.1664221682325514, 0.4395174614700261, 0.1436844792900388, 0.11000582002637205, 0.6768292784858246, 0.46110889228262186, 0.2877296524202988, 0.7772176732451287, 0.6278483577121395, 0.07800909934622613, 0.6090662006994171, 0.7710540294455627, 0.1166525397055993, 0.43838413611598925, 0.004436818123598307, 0.6811021427915058, 0.4430137602728893, 0.09357554831265025, 0.7428136537185597, 0.4709964037521909, 0.2645595487258282, 0.42649540403343, 0.7273585482749433, 0.1426332814991409, 0.6567935091570513, 0.15463799044327498]"
