product_id,name,category,sub_category,price,margin,product_embedding
6b85123c-b94f-4258-9142-0599eff0a787,Fresh Sour Cream,Dairy & Eggs,Sour Cream,7.86,0.35,"[0.7849703585914337, 0.1783908846516299, 0.43755859080660076, 0.23885750595003552, 0.12358321682025797, 0.05885378138873343, 0.1622301291454279, 0.38563445699168575, 0.3758771695407459, 0.7394592381418638, 0.0019366821918399557, 0.9772888139147052, 0.19853112731193512, 0.4679491087856984, 0.48999263766875967, 0.3272497742987366, 0.47793522579956293, 0.5992754177581802, 0.6245119401988484, 0.042439033423297357, 0.1594789714820447, 0.9371300948472937, 0.08394036983926845, 0.8366353302021889, 0.47393626196964356, 0.6124618981200026, 0.7052838078925413, 0.9530424201389007, 0.0422742813767375, 0.9137636432469455, 0.028529403993459157, 0.26020463898758595, 0.3778227992224319, 0.07523823728590862, 0.4473489363243236, 0.20988695172687022, 0.38152198036195994, 0.6153546328578444, 0.4039555104737519, 0.8859685319261462, 0.6566087547944423, 0.1974379690126854, 0.06026580139800364, 0.1952382003591483, 0.07001008836219891, 0.783990888530309, 0.17548797030738694, 0.055089332968487836, 0.648406915248854, 0.5227088730450843, 0.4151801153619773, 0.027917407004545258, 0.15818966416338076, 0.2825999164002847, 0.7580978592251433, 0.28972865696296646, 0.8340192370740782, 0.24847930295669174, 0.4819480282485238, 0.1929880251167143, 0.32271479800562963, 0.8330374737173658, 0.5755373764214486, 0.4883310266489451, 0.8390995114600321, 0.06626678855675205, 0.8256075550157048, 0.4022320760918284, 0.6233614404012694, 0.4326412862411476, 0.9951388215675793, 0.010661347109572339, 0.535679553618069, 0.9737693780235183, 0.47545673605036554, 0.415826170053725, 0.1145249955374259, 0.13061527908130754, 0.9591836833254497, 0.9187078832858961, 0.5659476610764826, 0.9462326586907951, 0.25771798876552376, 0.8579301360142003, 0.4278210782854801, 0.8068552952747963, 0.0399460525166605, 0.3960541427666764, 0.6138284820183719, 0.8834420215373426, 0.9966115566208879, 0.3649721909929595, 0.02804804094485014, 0.47403596428693584, 0.3232359229087941, 0.1471689737430214, 0.5658490358174878, 0.5641983236445887, 0.17574630322287765, 0.8642808688847704, 0.29701818334757346, 0.9873072883514612, 0.8218548019086427, 0.39792938025492, 0.36866708015103045, 0.22200457187030065, 0.727921093260388, 0.9722386629014419, 0.8774289801168721, 0.39470142287614673, 0.12128349655146808, 0.6724253675819883, 0.4188522031233187, 0.823969952766315, 0.04255343057587957, 0.5432365633252243, 0.5730782068267348, 0.760659108799611, 0.8179132814137063, 0.7262648985758927, 0.21293124833847032, 0.3883376577177754, 0.8501500685227956, 0.5007020637902553, 0.30386661159856954, 0.2791507240714891, 0.21119660642773364, 0.20330562071454028]"
f3339075-6de3-4983-84ef-c23595b30f1c,Nature's Trash Bags,Home Care,Trash Bags,2.95,0.4,"[0.7897590495853126, 0.46778809544795485, 0.7886073936129376, 0.45413380039581885, 0.26225081367471004, 0.8720879361516279, 0.1291662840253356, 0.8411863712557527, 0.5929017623100719, 0.9752566923337246, 0.8151925111732952, 0.012036049210873312, 0.9967299727389741, 0.451121668388746, 0.45100990406495334, 0.6174234125232209, 0.8372257587711697, 0.5390213471111491, 0.6319918194961645, 0.008309336800216838, 0.9032080771539723, 0.19347665634440347, 0.36515778899068774, 0.30171378522365566, 0.2411468024613409, 0.5474284656407165, 0.27314767655067484, 0.6551074610325894, 0.3959195980652962, 0.5270777846503824, 0.5705523577332572, 0.4279366085334718, 0.9448098195533858, 0.5144642615778946, 0.6876225948045198, 0.4619434056351426, 0.3414225451088533, 0.6718754703030224, 0.03839681955533414, 0.7216272523069801, 0.0497285241500679, 0.13272015674707527, 0.03325350649239023, 0.08154274812304207, 0.2627441276737843, 0.29267987769254156, 0.389998953263067, 0.46779507283023625, 0.9161209390437872, 0.9977153717789417, 0.7992455744994839, 0.23124103713880872, 0.7285222067069643, 0.8047601175856586, 0.9838462531146029, 0.2216973339001862, 0.7596337253574149, 0.6326601383426923, 0.4620638708111089, 0.9002107950414171, 0.7266379326012266, 0.6527539151228992, 0.18791405462368949, 0.9954477398798346, 0.6541914098926451, 0.5680032450881881, 0.38731669130795365, 0.20918642755015415, 0.486429641778524, 0.6563690693070726, 0.5190808165958178, 0.32691338788438806, 0.13070201366678313, 0.6394870924939436, 0.3185691095547457, 0.8704835481341803, 0.22472351319635253, 0.7736303913990834, 0.4726476727458174, 0.44985717387836555, 0.9895514541125756, 0.8429725175152623, 0.3191132945284805, 0.29020625125179045, 0.4402962031376575, 0.28671723613184785, 0.4099919350490744, 0.8994656906556869, 0.6478867909442116, 0.8602949941844109, 0.012145542930522502, 0.4452404600514064, 0.029590041811778822, 0.0006574349109639277, 0.6156244055227366, 0.21348761595733767, 0.7628197186536804, 0.2185696923886128, 0.14395313606109694, 0.729167071380297, 0.7430193345794734, 0.7354105423039852, 0.41979301296571414, 0.14337868167074463, 0.5077133620256554, 0.841029374476601, 0.5750493153936235, 0.3980444722891546, 0.29341370040196024, 0.6068137299138328, 0.5874089820988702, 0.9428887171036752, 0.04485573684749966, 0.9600919686449223, 0.9165118281336678, 0.8414450786290681, 0.4271549821218933, 0.5886066351843883, 0.08316695174625544, 0.14482059092842403, 0.9407134161301378, 0.45145571090921666, 0.12328310856535885, 0.2667104284613815, 0.631039650954886, 0.8393395718325372, 0.618775429766073, 0.7913240023565746]"
17ef5cb2-dbbc-4423-a159-fe66957fb5c2,Fresh Sparkling Water,Beverages,Sparkling Water,2.59,0.09,"[0.7803735984337047, 0.059552072702481196, 0.33402801248554814, 0.13538987771249822, 0.9717352551016843, 0.24454888650331164, 0.09073295202883347, 0.7694630643807294, 0.6144285123636286, 0.31861378512703764, 0.6957022184276782, 0.9664929000854986, 0.4075320311694023, 0.5685935331342146, 0.37936841587856907, 0.9823449815780575, 0.7497991878140544, 0.8766344423433137, 0.7420944889666448, 0.961801836235514, 0.7233028339533101, 0.3589094844822275, 0.25213102600227655, 0.03625636510865926, 0.004385301582382262, 0.7351768942578436, 0.8346167486018728, 0.3894798004581449, 0.007278170064804246, 0.04766773841264238, 0.7428162485112504, 0.6160918776807461, 0.984351109910051, 0.3427682617548602, 0.5372940532663275, 0.8683490174816445, 0.35127837998688183, 0.9804635957280744, 0.7670892226934822, 0.8491747831804182, 0.12608257492335873, 0.8144009981708447, 0.842353122595407, 0.1587073534344341, 0.06530603256639811, 0.6143821616351258, 0.519110037972672, 0.538360696575238, 0.9707042940213654, 0.682401075141125, 0.9863947125067402, 0.5849330813140018, 0.5796363161877449, 0.4351266478467378, 0.5161574309565309, 0.8362966464701791, 0.9501298711631406, 0.25651252607059594, 0.13919990801018, 0.8255137189252937, 0.13169884162591172, 0.20041588702710433, 0.5342037693394049, 0.907502343967122, 0.030342220611550008, 0.4370154761811086, 0.549671854907086, 0.9104650538438656, 0.96839024411176, 0.11764365784204023, 0.17093326210427318, 0.1591104689884294, 0.0735287161999213, 0.5428227547083311, 0.3726687627467177, 0.1300418104289096, 0.7309023314439144, 0.7901680960525552, 0.9918243077692642, 0.12885112699386725, 0.4501392200356479, 0.8947525668738759, 0.9417161974364133, 0.040134056078407365, 0.03418942388043933, 0.3598445713753574, 0.3686110521651754, 0.3865526942633781, 0.6823021375898177, 0.38184262496151244, 0.9749913553993131, 0.35472672131045213, 0.49728605962730477, 0.07644623669189621, 0.4498687863595833, 0.5782168467422499, 0.3576108663754919, 0.13058836557167275, 0.24307731957697265, 0.2326904459893394, 0.9534644542260277, 0.2860440723333556, 0.9760261924279802, 0.6820671708260324, 0.7347330394446534, 0.7435990864046874, 0.6786040257912118, 0.3214517138927354, 0.41492496904251874, 0.5598132001665865, 0.4731487211428941, 0.5890951335145158, 0.9808866814762504, 0.0692288874168343, 0.33182345018925874, 0.48251700330089364, 0.7449052881093713, 0.05201479198522174, 0.042679564158380145, 0.9974418965792294, 0.9938181975387139, 0.36442053123675966, 0.36217844533242693, 0.11276374984624604, 0.7597961101700161, 0.3067328609158837, 0.5990044351626398, 0.18893547611467676]"
17d8280d-5414-49df-ac1c-db72a02c6e18,Fresh Cheddar Cheese,Dairy & Eggs,Cheddar Cheese,18.48,0.38,"[0.5225519660650072, 0.5529250167772798, 0.773045250434947, 0.6795927136600118, 0.43652201621743814, 0.91837812896963, 0.08196877079502152, 0.24253544382543968, 0.32879734930654025, 0.588342066842316, 0.61519855960958, 0.20001585596515414, 0.9170556866459585, 0.07954469376041506, 0.08574959510472124, 0.3990366487505682, 0.697057315100208, 0.8969073960068126, 0.8559004987774632, 0.8105133972424118, 0.8564083213072566, 0.4694611838577848, 0.37286368437048323, 0.2915201190301432, 0.38328403645658216, 0.6319718874539483, 0.11127569660789627, 0.11731232949558623, 0.3646841722457631, 0.4290256459488635, 0.7696989206835624, 0.28225359057827093, 0.46790093020019186, 0.9466254339445634, 0.33290014883249885, 0.8125314676373611, 0.009955228604983879, 0.6305720603294499, 0.7672739693622312, 0.7700613963830495, 0.17468753032820783, 0.48410488947169084, 0.8579262065809574, 0.40056902079576506, 0.8401481096724646, 0.0746626942167038, 0.24272641301993747, 0.5705171408062257, 0.7194166888525299, 0.43394969318706544, 0.4316535444579749, 0.4609885070108283, 0.515594808307823, 0.28597871909902217, 0.4323688419865852, 0.03090779490091955, 0.6743935819486218, 0.05723065849449405, 0.5331265842060353, 0.49433852666428124, 0.7080662556741133, 0.18745126116013544, 0.34107050855259646, 0.6513965231105203, 0.8851375906823196, 0.7212758287307912, 0.34159731311407127, 0.4414855053902933, 0.7138461450293027, 0.6526716987862496, 0.650338845499038, 0.7246287580571985, 0.8195147243697543, 0.685833320066954, 0.27715316268299817, 0.14885972987603902, 0.0015263204498973115, 0.18278051966423536, 0.4457586988076121, 0.5018199719849042, 0.35490542226972976, 0.4806412672017033, 0.6805575302366564, 0.018689118481601374, 0.1150161721291788, 0.7343729645327232, 0.12395446770500607, 0.13935540813699587, 0.017454526993963104, 0.9608935511588022, 0.08645437971044956, 0.9211981349735935, 0.7284402667053027, 0.8600718441145617, 0.4497400647729387, 0.7589980000843429, 0.7548532003529026, 0.16492776995976, 0.7374316565828419, 0.30320417960964496, 0.8940373014066083, 0.1944048745107827, 0.37434424082958184, 0.2655029154207613, 0.02353885497152619, 0.20982934327505742, 0.5749379881112033, 0.6383525667471182, 0.14161415451748494, 0.01461144619612198, 0.7291637631496798, 0.9779998027890708, 0.8546371563587651, 0.2715373831305452, 0.21892499939993948, 0.7259735474430459, 0.32163611182687146, 0.09204410504802774, 0.2988091153899243, 0.7318833961315142, 0.7670420697890497, 0.3070719646793397, 0.7679188190229811, 0.23168508759164685, 0.1773421924240558, 0.0596064364929928, 0.5431960988820623, 0.0559696398944608]"
ad5fcac7-aeb1-477e-b4a7-962a3e8bd739,Fresh Oat Milk,Dairy & Eggs,Oat Milk,13.61,0.37,"[0.08736009364339081, 0.7710472780522022, 0.02785136633017593, 0.6334953441633187, 0.8347627307698497, 0.6470638193997312, 0.8850501492266387, 0.31718108670466794, 0.371945954356367, 0.6353104060811854, 0.8741258627225956, 0.9131065676522905, 0.3559007339166438, 0.43169462961175975, 0.7013060188642349, 0.5144460412481574, 0.13725149011242999, 0.501227606503883, 0.9736633626942973, 0.18436803374823263, 0.559533201101532, 0.21241864588849002, 0.2779365901462354, 0.5437838224059169, 0.36699441978223846, 0.5227857594262562, 0.9351936839996209, 0.07131501704313081, 0.5960009166280241, 0.7727606518343849, 0.6512130550504976, 0.4824708210309504, 0.6542098307002868, 0.6499681461675929, 0.665725329187827, 0.9028822597250762, 0.12930699055795036, 0.1339717773168292, 0.6893688586927306, 0.3270964200358696, 0.4550667594920046, 0.7280850342632404, 0.6198274743959326, 0.6901499059781079, 0.7050937774208136, 0.03815968443888551, 0.43020615451893063, 0.9810640229370811, 0.7461461791355879, 0.03523846546088982, 0.12913243731612767, 0.5972667024167932, 0.7739351437046058, 0.4913207506269316, 0.6856062394301581, 0.9723549785556499, 0.2663743637061534, 0.31866030277511626, 0.31828867191761834, 0.844622639226982, 0.9840678150151844, 0.8114058280837472, 0.6522694701264502, 0.5801742754037831, 0.6223688519587424, 0.7287936307926753, 0.275204817861174, 0.7350212747360105, 0.27954536330751223, 0.9756540998002461, 0.26777930749403955, 0.12033750646253483, 0.6653208652974302, 0.10695893417227509, 0.932375108777405, 0.47200179191438607, 0.5420295627074658, 0.0305621692634217, 0.12357427357996364, 0.9425920831693492, 0.36502119298425295, 0.9936940991189646, 0.9473378984214808, 0.2555618417354075, 0.6374445911596646, 0.8527166600042506, 0.10046774188322372, 0.12857165553785455, 0.5949457272583025, 0.2176150647898779, 0.3885090071138364, 0.29704760426419174, 0.6744130243772197, 0.9736326580957374, 0.40495427376926085, 0.2748236878905608, 0.16236936935708257, 0.8660297263026244, 0.11888960313219543, 0.0772461999952273, 0.8153189795225811, 0.7885903363945648, 0.4491725992335165, 0.7574167181905469, 0.1766196787155797, 0.2437169207055796, 0.13367400552181186, 0.3572557820868919, 0.36230001251077004, 0.5425736164541016, 0.7937066697014624, 0.21396846991193708, 0.11599224885520298, 0.3077480030933015, 0.13613108584476097, 0.904200495526225, 0.10876995886199747, 0.3603424736483519, 0.4846088020625784, 0.9980457731103802, 0.25440564607566585, 0.662766427749689, 0.618322533679431, 0.38130259969585034, 0.7911145466359987, 0.3724392542393796, 0.5618736145893652, 0.8267191413571541]"
0eea6ab9-a379-49ec-9c3a-9e38263db7f9,Fresh Pork Chops,Meat & Seafood,Pork Chops,3.75,0.26,"[0.6380903148826926, 0.48856794206552867, 0.2459674664395708, 0.7932322421208731, 0.01021455245661329, 0.48783944937044865, 0.3299428938145743, 0.9750331524522079, 0.6757745184228567, 0.48204467215522684, 0.24359344345310385, 0.016352582150833794, 0.6735629120532716, 0.5307407713743868, 0.8851533132599985, 0.7137402651136662, 0.962373159940805, 0.5877114673148486, 0.8538559071989212, 0.1689165335777102, 0.6924711988167512, 0.19287738342178717, 0.41416024991698797, 0.9787797371186295, 0.800796059943282, 0.9307034384670493, 0.3446877789726558, 0.4356729506783591, 0.43180023880858187, 0.07653940629220657, 0.05616465193471365, 0.3098322166363747, 0.36392358068601915, 0.7355284725604061, 0.16123903360848202, 0.6451398246146861, 0.4608709410633214, 0.09539693633812063, 0.2621934103919078, 0.9713913777070305, 0.38714594643748623, 0.13481976002890328, 0.18721595625204146, 0.9127556219395421, 0.7932982812681145, 0.6554843153551112, 0.9611596912304927, 0.28688598835077794, 0.3521370760566027, 0.4720036123372552, 0.7668668662109964, 0.9505425905700049, 0.11902273443390743, 0.16428756569859038, 0.150048577389036, 0.6633188852891546, 0.6399938341497327, 0.603258203352463, 0.07712072501845424, 0.7592791257660433, 0.4857635370170996, 0.04346484552891561, 0.08729065164412986, 0.0033378849543282962, 0.18133343097585342, 0.5570696432617982, 0.27445427802078226, 0.23669824384069027, 0.8229841999802671, 0.5971542171812871, 0.6415046458669686, 0.868561551155012, 0.012205391476417526, 0.6802724352456393, 0.5756266558980805, 0.6786836277598037, 0.2490741433680007, 0.7769677112621861, 0.3494594201802712, 0.9347486858125335, 0.6489740343787348, 0.689741547733863, 0.22230649523774093, 0.49057143104078194, 0.9137717386479022, 0.735524413452628, 0.5599967681768923, 0.8619319815117003, 0.331915582540126, 0.14930307464047787, 0.49656342493489536, 2.9031923296618523e-05, 0.6322159439091486, 0.3568404484645864, 0.77156623599966, 0.9233461181203138, 0.9443310441987869, 0.8495415774772412, 0.21026149607804778, 0.9248036960927407, 0.8705129148381723, 0.7255661742804356, 0.8179013906305179, 0.9299100287450941, 0.47797022701159597, 0.621103958959353, 0.6006326166612788, 0.6423761778406691, 0.6952724652662988, 0.8540556000835174, 0.2770282311743698, 0.708737403581567, 0.43470799549280115, 0.08751731365464621, 0.23412172382619167, 0.8641600523175117, 0.5845146588148359, 0.07421675316110843, 0.3897009489767388, 0.7157796508652959, 0.784375616716121, 0.7832966926150687, 0.6076321542283317, 0.03246418618067126, 0.9517611605337258, 0.38217231314933076, 0.43500258934927216, 0.007557919396317558]"
b4cf6a02-8d8f-4f2a-a7d2-b552fe2cffc6,Everyday Hand Lotion,Personal Care,Hand Lotion,24.6,0.3,"[0.6433995953580873, 0.05873074485605345, 0.11543135835383611, 0.573249902787078, 0.4534884904371188, 0.04829192046536468, 0.3737627783729599, 0.804190533476192, 0.5649715398767897, 0.12633946219781034, 0.6822727579762474, 0.6847214604477857, 0.6531489128857152, 0.273354636604218, 0.10641282715057854, 0.5828114276853229, 0.15054141631761786, 0.5513959711614427, 0.6851436053641264, 0.2110464000083595, 0.9187440109323876, 0.8574528467922452, 0.7869648622537224, 0.7397443580432823, 0.36940114680268865, 0.56856679060993, 0.8437791144389203, 0.12523661494387028, 0.2330180412331857, 0.8250655584668947, 0.11445240095295617, 0.5761773435329429, 0.04280822371229065, 0.9426695407502182, 0.7047378360213229, 0.20548613502781743, 0.6078864780788655, 0.07648034211278198, 0.5219091652118935, 0.4891013226361448, 0.7123989651672499, 0.8218250365946507, 0.10716780248667823, 0.7645822245972382, 0.9687881426002759, 0.8936317130833951, 0.6324944319819027, 0.6453484064952841, 0.35315816839525327, 0.8209282961710315, 0.9166791493597736, 0.912533296074796, 0.8900822589532742, 0.33833505387611473, 0.7779494786209578, 0.20415663893406144, 0.6596188613505761, 0.3945142208905442, 0.9039552250803542, 0.5815199170280362, 0.5218351284375247, 0.43445691929538455, 0.33306962519889094, 0.3461698403739012, 0.6997684209905715, 0.07672163910219809, 0.13721768068870976, 0.7725015504559839, 0.15176115092071563, 0.28570701728979586, 0.3223727635633191, 0.2347135306816227, 0.026954022259636168, 0.6520862697592751, 0.32075046048062006, 0.10646403523868753, 0.3587258760951758, 0.33945415780934873, 0.44079738561832693, 0.41693411517725276, 0.20052248802353556, 0.00028803931614784783, 0.4689305074769856, 0.6642495092868718, 0.04152816469819587, 0.4300126603936849, 0.19898456988290592, 0.4320821744251738, 0.9232793320067217, 0.23376380712879052, 0.8693966135248405, 0.3650210032682295, 0.44766713038853323, 0.6755091814067242, 0.35845610906144976, 0.7966829483791144, 0.5702980232530019, 0.7526233484136514, 0.7917001793020922, 0.4354152122963014, 0.8269799323801967, 0.9727325460842298, 0.10620307203182833, 0.4534811642263251, 0.15941802681589978, 0.6252498957554252, 0.43752323678034466, 0.11418002861615029, 0.6409515145939872, 0.8327387415228831, 0.8090506003437178, 0.3356289599108063, 0.91898799451462, 0.18065964697374148, 0.06974425900662462, 0.14674659530604117, 0.9302613597065892, 0.240390921742618, 0.07296469406791017, 0.9263433029981631, 0.7877802721217206, 0.7128289570855875, 0.5020032751100741, 0.7654417140635018, 0.6019308175816314, 0.2185682009354335, 0.07966867237117325, 0.4433647662124316]"
3eb8e419-ccc6-4064-8260-5b43602f9983,Premium Shrimp,Meat & Seafood,Shrimp,10.28,0.22,"[0.07836846125299968, 0.19256032663967826, 0.4008283758195951, 0.7543134067664474, 0.013492274032416152, 0.44385987164515095, 0.7258147426982368, 0.5770403951924988, 0.7729508368711747, 0.3043823354399958, 0.7016228722847897, 0.6556888921065397, 0.47336500805861514, 0.03311612917941731, 0.8187632876152137, 0.007626264235805924, 0.812258573709093, 0.6777914566693176, 0.3606542956714015, 0.08064803454437708, 0.6603276527777197, 0.5387445224961361, 0.35697822652786515, 0.3062153013262956, 0.04589839039445476, 0.2896615733090111, 0.30805255789645025, 0.20894226969086604, 0.758196870375862, 0.040496903513436155, 0.43080903585519414, 0.2449751006060552, 0.8087940055749552, 0.08389341589478749, 0.5871276887833985, 0.5585381268484996, 0.649423387677982, 0.24949214176569778, 0.7626752357701596, 0.26097332875032864, 0.044935790936989184, 0.34305091124214115, 0.5715900400049072, 0.8510533397744029, 0.7041966935734141, 0.7399114804763598, 0.3565708621775803, 0.4658699232162369, 0.028307130611444187, 0.6609040656212203, 0.6329253990733805, 0.0654740521600794, 0.8801660089346478, 0.6986726435921509, 0.06215201643309587, 0.6779537890854144, 0.4709604503845237, 0.9336095022674947, 0.20798313850693095, 0.645595097026739, 0.2619890856177062, 0.9452629097362482, 0.7813028187767322, 0.7271498595482914, 0.22440705769796632, 0.4404332617491167, 0.2488365465692176, 0.33441617308961236, 0.37896834581222383, 0.4070923370007429, 0.9766193751843792, 0.7807078376837577, 0.2926036918469541, 0.9387790969372181, 0.9701140872729814, 0.9450202935832098, 0.8805841112674165, 0.6806253778698281, 0.7210836060855385, 0.7736687301342515, 0.9400927874728894, 0.488710939249012, 0.2877593477142628, 0.3342847832055792, 0.1964193466336147, 0.6711312831969984, 0.9405350821191788, 0.30038881297500997, 0.36026056994027356, 0.044590753524609394, 0.35184377614701934, 0.6144613043629916, 0.9065223206292504, 0.6918198652049452, 0.20541428807386497, 0.07759042035894514, 0.7606616624931949, 0.33368386736020894, 0.6277582431663743, 0.8764809264849014, 0.04424074665131361, 0.5722283838267097, 0.9687802815969785, 0.8145112045906139, 0.8162077869398958, 0.2537165100244304, 0.963238875869111, 0.7073772923639412, 0.9748636994526749, 0.8521912677868488, 0.1101779636607253, 0.27015231304052145, 0.06308182802202855, 0.8860943277109055, 0.6462158454630866, 0.8269117674726023, 0.29006051462703386, 0.3844403254160923, 0.10487981154130832, 0.3062808655864009, 0.1615264511553961, 0.5107733250683328, 0.11387213544445784, 0.2019014065960124, 0.08144857915714065, 0.08748990755002428, 0.3476144234274269, 0.6461421542748196]"
805d0c82-7625-40a2-ac29-8f766fc3f6ff,Everyday Spaghetti,Pantry,Spaghetti,2.56,0.26,"[0.8106827057383517, 0.027787940183263138, 0.0327334610646598, 0.6863902275120403, 0.30649378424071905, 0.458107729790701, 0.20825811853234377, 0.9420683807403933, 0.6601511979634052, 0.755494928425731, 0.03722982683139797, 0.10451569485736578, 0.1666300484705534, 0.4598005276467605, 0.2015116143043716, 0.8595193554820035, 0.39178562372708625, 0.008480680151010334, 0.25232061162470176, 0.21442103573532068, 0.728372867955029, 0.4140375118910987, 0.14173301410864725, 0.9106202118422473, 0.4535851123072763, 0.06301066431353652, 0.5386321825838958, 0.19374765050403442, 0.5844337164739207, 0.1762170659812603, 0.020780384964536824, 0.20351866425219267, 0.4527341611396166, 0.7212991689263913, 0.17541289831653217, 0.7619970808390462, 0.06971726704782366, 0.4707318436953284, 0.9866348672381152, 0.36870632652328184, 0.5337781688639645, 0.18436054402170554, 0.33350642092816973, 0.19829787982196923, 0.9610821483747575, 0.31809919576156753, 0.4092067170050946, 0.9042592250430591, 0.5098069739493546, 0.8226686484170989, 0.2563149987134141, 0.9090073750412873, 0.7214260721914526, 0.2534468831166281, 0.7403064718577469, 0.8036851098706664, 0.658507676077062, 0.7350999204568058, 0.5147604355883137, 0.6291689054248376, 0.8275371011875776, 0.9157294644988901, 0.22816853093703282, 0.09051152941487683, 0.17066408995795235, 0.8771941924505718, 0.24898741790255008, 0.5020562782676626, 0.24498637984309923, 0.062223158376536136, 0.994123254224263, 0.18106983934680254, 0.83257230908474, 0.45722896769169175, 0.5668013806933705, 0.7709321910843232, 0.5678471639087181, 0.853157545733377, 0.4358760497917087, 0.9476654637726307, 0.4357791699988044, 0.5331901235542125, 0.4238668639189078, 0.9741811402461771, 0.7531803453569035, 0.27193746942430297, 0.8933558246482404, 0.6360671071748489, 0.8194494394496145, 0.8442486704901059, 0.9751844677065805, 0.1516270382541991, 0.42636743289636847, 0.5084753012900991, 0.25821533706056565, 0.6159354507062627, 0.05100233207750304, 0.6693768417736856, 0.8043236765329652, 0.2738409890179311, 0.9960316412075106, 0.7059880313177523, 0.4509634869434942, 0.3850326489822714, 0.8924681587670332, 0.24547384672209205, 0.06533994220621886, 0.719393347395985, 0.3444716796274421, 0.09835425818270971, 0.5343508420228098, 0.11044848816487407, 0.3456921086823347, 0.6805607988233663, 0.5008256442013687, 0.1433747762764972, 0.4303796572542401, 0.4621371577510103, 0.006281969244398167, 0.853907639429578, 0.42080229039114414, 0.15160203423629204, 0.2384956102620076, 0.4556584096152988, 0.6887758883071273, 0.23275613199321565, 0.9928164444034704, 0.0036320252642314532]"
882325b0-d544-426c-b74e-9b64ff3ef4cc,Premium Pork Chops,Meat & Seafood,Pork Chops,4.97,0.07,"[0.020849844537461748, 0.24126876593613156, 0.8496156532866579, 0.7509123887909838, 0.01385150790013967, 0.9795729689352813, 0.5599585103740574, 0.8838094697534699, 0.9676011486260275, 0.38556740136618395, 0.41047755638889893, 0.9989318348905616, 0.781925182747203, 0.198659682667349, 0.6957050978005782, 0.7683172761877195, 0.27146196668169154, 0.17586281223082356, 0.16309171035796033, 0.8645715027489393, 0.21225794683626165, 0.36918041057488293, 0.927273591925125, 0.7929982201141283, 0.8311057140345949, 0.8523173754827451, 0.46612094990251507, 0.15423503416063677, 0.9711793228630203, 0.34056709426075593, 0.6496851436455218, 0.12146503864776748, 0.3496454620858582, 0.9224053855655314, 0.9733390971329837, 0.2180500590339266, 0.20386003440595912, 0.3231779437927208, 0.29163360533571203, 0.6223034646478943, 0.8417583129358747, 0.3864083528204715, 0.44139469952440524, 0.5741162929934922, 0.3683775972467781, 0.5986392554100124, 0.13742080395914857, 0.9556557679494028, 0.5480844270715296, 0.18163775656839265, 0.7472246663348642, 0.2331371629857778, 0.39293374273349835, 0.22368933623335407, 0.10314843674807916, 0.967471223413001, 0.29435511318410446, 0.47269692232441196, 0.5508747199506304, 0.09365720933450528, 0.4362954068413806, 0.8907693754313354, 0.12854581993283754, 0.7113410603605587, 0.14423654425307064, 0.1746264726799709, 0.6239291160958826, 0.468634027816453, 0.1208648419107814, 0.42306987308390087, 0.48614763048966103, 0.5899386963633566, 0.21661407248466213, 0.796131694016075, 0.5575438547281724, 0.25213602915152766, 0.44994015702905665, 0.5014001333176887, 0.6074447464335521, 0.5277559223843343, 0.39856033147273073, 0.2146206199967372, 0.04852029257383217, 0.2165230220665858, 0.9751605341205611, 0.9986851330906679, 0.3070845405450132, 0.4406461622180047, 0.8890140264183771, 0.31032605428964477, 0.5099606520000598, 0.06737018695803831, 0.3219944353440328, 0.5381358176448657, 0.5178597838321014, 0.2685075773297957, 0.31962799944096176, 0.15596241257346366, 0.21339886160875166, 0.742279355254111, 0.8601860446744991, 0.8700702452877289, 0.9922180257030184, 0.7501051146895297, 0.3126813152093092, 0.9246695281607403, 0.33943345084278287, 0.06016007139724122, 0.6498622143296404, 0.7625210880581548, 0.6850540295230612, 0.6422101751059114, 0.45443432839770925, 0.2679694371120256, 0.07648659777073585, 0.9655238513286006, 0.9702578878047525, 0.4376260185970512, 0.8269140020382625, 0.6789846979099886, 0.3076489335211262, 0.805437205545859, 0.4473400593855684, 0.0981483912462705, 0.6958612953576553, 0.9115578836244598, 0.5978728239276454, 0.3229980386704596]"
