cart_id,customer_id,anonymous_id,product_id,abandon_timestamp,cart_value
7272a325-bc60-42b6-97f2-f9b880403e04,,e03efcbe-55bc-4ece-8307-e911ecb3a13b,23c26c56-4049-472b-850f-65f46207be56,2025-07-01T23:54:30.742201Z,29.97
722b8525-2073-4c16-a85c-c22f55cfb59b,,4c2eaf9e-61ec-446c-a520-957f3c52651a,c3163de1-b9cd-44a7-93e9-588433a1e23f,2025-12-24T02:15:22.742259Z,103.39
9f54f6a9-704e-439f-98b1-757db4f7e11b,7452846e-37c4-4906-a617-e6a9cbd59165,,6b43d3b7-aca8-4905-9318-b1c3fbed419e,2026-03-25T18:34:17.742360Z,101.73
51dfc578-8eda-4952-a8cb-6ec914e67842,780ff89b-58ca-46f6-9018-36030c7a6627,,b4cf6a02-8d8f-4f2a-a7d2-b552fe2cffc6,2026-05-13T09:36:39.742740Z,20.45
43f487dd-4c26-49f0-8418-ad5f2cc12ff2,,4727f68c-0333-4fec-9bc1-ae44e3e3e282,8ac69fa0-f2a2-4e7e-8d20-db1696a88a49,2026-04-12T08:28:35.742769Z,112.35
552eaaa4-9b27-431e-8827-dbedf127b01e,ad8f8469-8b50-4e8a-830d-b61379913b88,,17ef5cb2-dbbc-4423-a159-fe66957fb5c2,2026-04-05T12:46:23.742800Z,123.62
a8e97a63-acf6-4272-accc-790367ad3ef5,731b131b-d1ef-4842-bd1f-e19a7c462f0f,,59d6d6c9-1940-4e0a-a3ed-ca04666e89b9,2026-01-11T18:04:05.743023Z,33.55
07f68aed-15ed-4a61-97d1-35e1c592db0b,8081212b-78a4-4eb9-82b3-8e7915e2efea,,464065f2-15f0-4a2e-b25d-516dfff9dcca,2025-12-09T09:36:32.743119Z,115.32
09c631d4-a022-464b-a1d3-c5ceaa3e1544,,2ba85955-d8b5-42d8-b8c6-20b2271d5add,242a17b5-0a2b-4177-a01c-b2d07b8435df,2026-06-05T17:06:21.743256Z,73.79
3906f7d0-811a-403a-ab44-42c2a37e7bb8,,d35e9932-a555-46f5-963b-fe4e08a9247d,1638242a-9e18-4c5a-8ba7-dcb01ef7c6b0,2025-07-22T20:36:40.743291Z,56.22
26181a2c-c35d-4ec3-b2b8-ca46501e8676,3ecae672-5af1-46e1-9a0e-51072774bdb6,,4249ce6f-0248-4265-950f-9f03188f5497,2025-06-26T09:32:04.743392Z,148.49
c024df3c-ca0e-4c34-8db0-44f1783dbe84,718f45a3-0876-40bc-9e9b-c8f9c8d94e7a,,ffb35e8a-7d50-4fb3-b500-d6e2b0d928a7,2026-03-21T20:31:07.743678Z,95.21
a36d60af-5ad1-407d-92d1-f96e69908009,6971669a-3acc-4929-a81b-51116d8188ad,,5bdd189c-8321-48aa-bae9-e2962031a00b,2025-12-07T06:31:16.743733Z,17.28
54e3732c-555f-4c83-ac2d-b1fdb1ccb5c3,7f2fc0fa-7e88-46d9-9367-bea32902ae90,,63b5e370-7388-4536-8ed7-a21a4a41d06f,2026-01-28T21:41:11.743782Z,8.29
3759ae14-02c7-4c68-9483-7e020e967f02,f248f19b-3dfb-4be6-8482-67b21b6825c8,,2e4f561e-34fc-4f84-969f-fafa2cfe8587,2025-12-24T21:51:38.743940Z,108.66
58411e8b-46b3-4a81-bf3e-7553aef91b66,e9679519-56ba-4007-bae4-1cd922e9f605,,ea11794b-9211-4543-87ff-999e6bd73cef,2025-10-23T13:51:34.744022Z,26.62
ae127a20-a86f-4cf1-a23a-4bd9113fd76e,64c7bfb1-aa9c-4a62-a649-a09c9024ab8b,,5e2bc8e4-1797-4c5f-82a7-e5f343789acd,2026-06-06T05:14:28.744099Z,17.84
0ae06e03-57a4-4d61-ab5c-9a05ac406101,,ccf1ef7c-7243-40cd-bd4e-9f5db14da370,cf925fde-e447-40d6-8073-e23c6f551820,2026-01-25T14:18:24.744129Z,84.09
1fab1462-2e33-4905-ba67-fcf227e31c8f,d7377450-ddcf-461c-a571-e7ba4c034892,,1e19d020-8de6-4885-b1d8-2b9aff3f3d33,2026-02-24T22:32:23.744241Z,22.18
0d47d261-a13f-4d4e-ab93-4e4cb45ca942,704ed6b2-33df-4a7c-9e2f-e37d650c515e,,f980ab87-d699-456c-a96a-e362bfd00c92,2025-09-01T13:48:10.744259Z,58.18
5e66f3bc-c867-44dd-8439-2459d2636269,f402778e-5da5-4f36-a834-a374c21a1106,,b4cf6a02-8d8f-4f2a-a7d2-b552fe2cffc6,2026-04-04T21:44:38.744299Z,49.04
ee735498-2203-42da-8538-237738595fe0,,5418ae0b-8473-4508-9067-de08a3027c8b,464065f2-15f0-4a2e-b25d-516dfff9dcca,2026-01-25T05:33:19.744356Z,23.54
b2dfbbaa-6608-4d28-b108-b31a7e7c571e,ee9020c0-6f9f-4ed2-810a-4a1abf6ca4f6,,dc65cf1c-922f-4f2a-be7d-7f596ab58867,2026-05-01T10:54:34.744421Z,133.3
580dffa9-5374-4cda-99fc-c4e9b4e1f93f,,066b382e-56e0-4db2-b29d-c54a23f6a561,cf925fde-e447-40d6-8073-e23c6f551820,2026-05-10T22:00:40.744828Z,97.62
d1052036-29b3-42ea-9e20-0feefd726868,32641d01-608a-452b-a81e-79931539d759,,f980ab87-d699-456c-a96a-e362bfd00c92,2026-02-02T23:48:20.744862Z,121.92
5ebe4b4a-23ea-4f86-a757-6dce199b6e7f,27b7a965-5245-4af3-9aa1-cea6862290ce,,39e9c2c9-901f-499e-8c46-57804a2f9255,2025-07-01T08:15:13.745009Z,35.72
010c27af-e2e6-4b85-a709-0fc43b8da0d3,fbfdbb51-843d-411c-9496-2d9fc6aa2df5,,25370a5c-dc1e-4a10-bfdc-ad1bca8f7981,2026-04-12T02:31:05.745088Z,54.4
ac4657db-e9ef-4d96-9218-cb940bb06b7b,,05c33d4b-c4a0-49e7-aecc-5ccb10842b6a,262281ca-9da1-4f48-bcc9-dac7c497ca85,2026-05-01T11:24:59.745135Z,131.23
28f95c6b-3314-4ebf-91c3-67f9f1aa28da,,e3dc27fa-1a40-47ec-966c-69e204205122,f0bc20ac-801d-4401-bafa-1a2d45fdf2fd,2025-12-31T01:20:13.745247Z,53.59
f5afa7d1-dd85-41a1-9dfe-7051b3ecde11,,75c8b324-19c6-434b-b9d6-c7ee276b87e3,8ac69fa0-f2a2-4e7e-8d20-db1696a88a49,2026-01-06T05:40:02.745513Z,116.03
5ccdb216-8bb1-49ed-be8e-6a1ddda41d1a,,4561a818-9a15-4841-a2d9-c1c36a075019,28c08598-0919-4ad4-a544-1e20d0d0dc44,2026-06-17T07:53:51.745541Z,60.9
7c1fc4de-d259-436b-ae6d-c76a154e8513,9fa106c7-15c8-40ec-b1b2-024fbda49ebf,,181c0491-9549-4f06-acf3-4e0bf1af8724,2026-04-06T11:55:04.745664Z,147.15
bd096d11-59e8-4d7f-b037-98f0d9df9b2a,f0edb850-bb09-4ec3-9a80-d80a81143035,,31a62e0b-956a-4338-9c88-02b3f7ede7b6,2026-01-06T10:38:03.745693Z,149.16
ddce6f42-b329-480d-ac65-683b45274ce0,ef9cd077-1222-4ebb-8809-c0d061d6e69f,,a85314f2-4706-4d04-af9d-12e821756358,2025-08-01T16:24:54.745903Z,88.69
ba78292f-a8c1-4fb0-99ea-70bb8f1d2883,,80479124-c047-4b7e-8f7a-1a19cea8c68d,d98ac824-b1cb-493c-b4dc-fa735d579080,2026-05-05T05:26:08.746146Z,130.0
76ef9ffc-9786-4785-bf79-3e5ae563a577,7ffcfcf4-36a5-4ed3-b007-1d25d64f030f,,27366ea9-7d9d-40ad-ab66-17f827a45e78,2025-07-18T10:13:16.746337Z,114.45
175bce42-97b2-4343-a691-ecfe0d764a23,dc52679f-ed2d-4c43-a350-50327c99be6c,,cf925fde-e447-40d6-8073-e23c6f551820,2026-05-09T15:53:48.746354Z,91.78
4b30f8c0-7703-46d6-adb2-5740c485b308,24240383-abe7-4470-be69-d968d0fd03ec,,28c08598-0919-4ad4-a544-1e20d0d0dc44,2025-09-02T19:00:15.746388Z,87.03
671280ea-b9da-4145-91d1-938dc566ea22,98a4efdc-02c5-4ef0-b245-b3407d06f276,,eae4837f-4e9f-40fb-a287-f3ea4195f02e,2025-10-30T10:48:50.746535Z,72.15
d92caaad-5735-413f-9f68-cca83277f1f2,,b5df1a18-2c78-49e1-a096-854352e64b30,37727a64-f037-49a9-bcf8-086215ecb7fd,2025-10-07T07:30:40.746624Z,78.9
8fade15f-2c0c-45b1-9003-2fa458d24baa,e96b0330-2bf2-4221-8c83-a0321dc564fa,,8245b2fb-a8af-474b-8d23-4304a5e9a19f,2025-10-03T01:03:32.746682Z,114.19
78017a5d-03bf-4b87-8627-6c7ac80cb6a4,4d91b12c-8c53-4afb-a6c3-c1d4c4eb0f6e,,ad3fe337-ec17-4244-8e4e-9f2e174215e4,2025-09-25T04:19:10.747036Z,145.13
453e5f29-0f9c-48a7-b43c-c9ec2782fdb6,,9de3aefc-466d-4bf1-bfc4-4c61c55acda8,19526f67-9ddf-4aab-b411-0bee51cec320,2025-10-09T19:24:40.747364Z,40.34
c5da831c-09ab-4e31-b1db-1ffd3588a500,,628db1e1-d658-47d3-983d-8ba9decd6a9c,c6fa1138-4ec2-4637-9504-2749bc13e06f,2025-12-02T08:13:38.747393Z,91.76
968e6aee-09ff-49df-aba1-08a81626aecf,7ffcfcf4-36a5-4ed3-b007-1d25d64f030f,,1cac4b7d-9687-4005-8aba-406a7a82bb35,2025-11-09T11:19:18.747492Z,125.84
a027d54d-9f9e-4388-babe-0c9d85b91a7d,1fad1639-98e8-496f-a1f9-ff4a86b312a5,,882325b0-d544-426c-b74e-9b64ff3ef4cc,2026-01-17T09:27:33.747537Z,60.85
ea81d886-72f4-4aa3-89a6-5fa54b586c50,403b076d-ff6a-4817-a4d4-1f8505ece11d,,eae4837f-4e9f-40fb-a287-f3ea4195f02e,2025-12-05T20:04:17.747642Z,117.41
11b9c2eb-a8c4-4973-ac96-4733229d4608,7512cdd5-a848-40c4-a737-e3ac33674912,,af5481f4-1ba7-4d45-aaf7-51c47a71875c,2026-04-15T04:37:55.747825Z,40.32
f66333f4-b8d4-424e-b37e-5542cc0b1a73,,f2686d23-75ca-4cf2-9b4e-d0c0f32618d7,eae4837f-4e9f-40fb-a287-f3ea4195f02e,2025-12-11T04:46:13.747853Z,146.2
abb21040-53fa-4b16-9ad0-34f18e4b1b6d,,f752bbac-d8b8-4e09-8bdd-11be37b1274c,145417d2-0475-455c-bfdb-23ddc2020330,2025-06-20T01:12:33.747890Z,13.98
cd8e2407-e6b6-4c5d-ac80-1ca617f552cf,5926d593-9a55-4c12-8e05-e795a7ca689d,,8245b2fb-a8af-474b-8d23-4304a5e9a19f,2025-08-29T03:46:22.747914Z,138.77
a45c1579-e81d-4fbc-affe-f2f6877aa53c,,8e87a553-61e8-4d71-9a3e-58cf564bff8e,39e9c2c9-901f-499e-8c46-57804a2f9255,2026-06-03T09:33:05.747997Z,91.96
2f9d9874-d8bf-4ff1-824c-19ffd28186a3,f3f315cb-871b-4430-9ac9-910b63aed0cb,,1cac4b7d-9687-4005-8aba-406a7a82bb35,2026-04-11T10:52:17.748264Z,111.71
b6b86aa8-433d-43a0-b1e0-8685d982a493,bc8b90b5-216f-40b4-9d6c-704d1a65a06e,,6cf1c788-97e2-4ecc-b9a3-f96831a30d8d,2026-01-10T08:54:18.748351Z,24.62
a4c736d8-672d-44c4-aad3-38c9fa940252,,b9a8a678-8cf3-451d-a403-66447db6cea1,6f6d558c-4b40-4c66-a4e6-e46524190ebc,2026-04-26T00:27:39.748617Z,143.35
61bbcaf6-6e19-4195-8598-6e40dd702f9e,daaafc21-ddee-4be2-acc9-cb35709e0993,,17d8280d-5414-49df-ac1c-db72a02c6e18,2026-02-10T04:30:14.748653Z,52.63
6f03fbbf-a5e8-4511-b268-06a6eb29c18f,d61841d6-2c66-4132-87bb-6efc7dc20ff7,,c9d3792c-59ed-4d20-b80d-de9e5af11e7c,2025-08-10T20:33:33.748752Z,18.53
81e50ded-e9af-46a2-a772-9d0757b8b968,,9c366404-cc98-4fba-821e-7aa8fe97e1aa,25370a5c-dc1e-4a10-bfdc-ad1bca8f7981,2025-06-29T18:38:11.748803Z,32.83
8a8053ff-5644-438d-ad87-4791d03ef3c3,28879ddc-2513-4004-80c4-706b1ef324dd,,bdfcdbcc-7d63-4ecb-9a8f-8ae73ee085fb,2026-01-03T20:44:18.748859Z,116.59
0eec7ba1-4283-4644-93a2-23f5c382a8cc,,0e654933-fbad-4467-ba58-d875efbabd6a,24a56de7-f7f9-4a74-84ac-6ee7f5d63eeb,2025-08-11T06:08:43.748957Z,106.34
8625662a-6f79-444c-8f18-4ed063f1deab,50d63bd5-61fe-4e78-8ff3-2c6fc971d3e1,,51de8c93-7a17-4f51-ba8f-d0ac995c566a,2026-04-11T01:50:58.749138Z,90.45
e857d026-1720-447f-9017-672411f0189d,31ca2d81-c9af-4d2e-aff4-0d25f8280112,,c9d3792c-59ed-4d20-b80d-de9e5af11e7c,2025-07-26T12:38:24.749225Z,68.93
31d5dcc4-6f46-4b48-934f-deffecbfd3cf,3856e26a-50d5-4112-aa9f-912be4b2d983,,eaf75b03-369e-4f19-9773-1a8ed15cec34,2026-05-10T02:04:51.749284Z,137.25
7b099f7f-de51-4213-a867-b908a87d129d,,67131318-68e2-4d86-a6b1-f34a72415895,eae4837f-4e9f-40fb-a287-f3ea4195f02e,2025-12-31T02:20:15.749301Z,131.61
f72ce541-e79d-4981-8bee-219358ccc5c0,,43aa7fad-4901-46e4-a537-3465a853f5a5,370920ed-3f8d-46f5-b78d-f4d5c426c5e2,2025-08-31T15:10:55.749335Z,133.48
159ac37a-df4f-4ae8-a614-73a3c9660d76,,f40b4003-9309-4f74-8957-5c0f47398651,17d8280d-5414-49df-ac1c-db72a02c6e18,2026-04-18T04:22:42.749388Z,117.91
c8ec2617-c6d4-4614-a3ba-6490b935789c,461d8dd5-69e0-4291-8d01-6c96ff5d5b98,,7f6a74aa-f09a-4f60-a39c-a0c68ccf7ddb,2025-12-30T03:28:14.749545Z,96.07
bf961a25-8b93-4095-9622-4cc17f0a066a,,3b98a50d-e07c-41d1-9683-78450cfb26f3,ea11794b-9211-4543-87ff-999e6bd73cef,2026-04-24T03:08:08.749614Z,39.07
3467ac14-1f5a-4bae-976d-81eb03d0a8fb,,7ae705bf-af0e-4ab9-914a-8744b4446c0c,370920ed-3f8d-46f5-b78d-f4d5c426c5e2,2026-04-26T10:38:20.749649Z,148.49
f54ba9ea-c3ad-4ed9-9099-f8f8639717f0,d71106b5-3273-4106-ac12-4eeaa74508a1,,9183c4c5-47db-4e6d-af05-9eafe1f586a0,2026-01-05T04:42:54.749854Z,92.76
4a044b0a-9d1c-41f3-bb1b-e0b6355401af,,3af91126-770c-4685-bf3b-3ea9682d265d,1e19d020-8de6-4885-b1d8-2b9aff3f3d33,2025-08-27T05:15:25.749944Z,65.48
199b2e54-8c32-41e2-a4d1-47e06130e8d7,3d8ff089-8a4d-48c5-b3b2-a9c45afc4a3c,,bb3acd74-a761-49bd-b7bc-fbf35502e696,2026-04-12T23:54:11.749973Z,108.08
22f19e59-7076-41d2-915f-d9d6a72fa1f4,,2dba38f7-bcbb-47ad-9da3-260970cca417,bdfcdbcc-7d63-4ecb-9a8f-8ae73ee085fb,2025-08-02T14:04:36.750179Z,127.35
ee4f5fb0-9441-45b5-ae4c-49a0973c0326,5cc64a2c-a457-4d5b-a9f8-7fd951f48fa5,,f6f56971-131f-45a6-8e96-4504bb012c40,2025-10-13T20:18:39.750273Z,17.89
b9f525e4-a02d-45af-9791-c6ab5454a397,,398e1fa2-85e7-4650-abd3-ce41b037d8af,24a56de7-f7f9-4a74-84ac-6ee7f5d63eeb,2026-05-17T14:14:37.750342Z,110.08
74d3d391-9871-46d8-978b-b4c2cb917ce2,183d2d98-7770-4f3b-a983-60dccae03ca5,,f08ab47d-3ff6-49f4-ad4c-b00fe9042589,2026-01-16T14:51:06.750440Z,72.42
b9ec14c7-276f-4ac5-9a55-125df3bcdbfb,3558cc97-2c6d-49d3-9625-4b5239cec886,,ad3fe337-ec17-4244-8e4e-9f2e174215e4,2026-01-16T04:29:38.750623Z,42.38
d7739fb8-4177-45ee-bcb1-7f85162cbbd5,,29330179-30ff-4142-9c16-10921e00534e,6b43d3b7-aca8-4905-9318-b1c3fbed419e,2026-05-28T14:15:28.750802Z,18.3
468e38b9-c7b8-481d-b1cd-1ca3cd34d7ec,,2d37a2da-4392-4730-8494-a4f2964fa0f7,54c76350-7f69-4f75-b451-d79351462bca,2026-05-29T08:06:27.750819Z,35.86
e905fe0d-855a-4729-bf8d-72617034372b,1ae6a029-f385-4b5d-b447-21328103559e,,1e19d020-8de6-4885-b1d8-2b9aff3f3d33,2026-02-25T00:14:21.750950Z,41.18
9e6af4a9-564f-4726-becc-f857370bbabf,8c6e883e-fda2-4512-b521-4d5e4f1a24cf,,ea11794b-9211-4543-87ff-999e6bd73cef,2026-02-04T04:05:37.750994Z,109.57
736fbf6e-d692-4069-a338-742844723b3e,,cbfd9cba-5ff9-4129-b131-065ce5f328c3,c0dc7454-44d3-4bda-817b-d31875e44201,2025-08-30T13:10:53.751035Z,31.93
1009b14d-6a71-462d-a17b-7bc9bb58ecee,fbfdbb51-843d-411c-9496-2d9fc6aa2df5,,805d0c82-7625-40a2-ac29-8f766fc3f6ff,2025-09-25T09:21:31.751255Z,141.94
f56becaa-ceaf-43e8-b611-507d5a69923e,0789256b-0781-44b8-87de-82a9880227cb,,4dbf9778-98c0-4446-9ec8-916ba556fdad,2025-09-10T00:55:44.751278Z,114.7
33f1a438-c42e-484c-9afe-d1522b12a0f1,,302bdd09-bce4-4d9f-a0a5-1bf163549b43,1cac4b7d-9687-4005-8aba-406a7a82bb35,2025-11-26T04:32:28.751300Z,21.23
c5c44ac8-5404-4f48-8463-55ecf7b3c36c,6733c67e-27e3-4470-b212-033cdbebfc91,,14c50a07-309d-4aac-8004-a94d51e3ca87,2026-04-06T14:29:22.751599Z,149.09
94862817-428f-4db7-b690-14ab170bb24c,b160209b-16a2-48d9-abfb-6eb2de7e37bb,,242a17b5-0a2b-4177-a01c-b2d07b8435df,2026-04-24T08:08:00.751647Z,105.74
2bb97de1-11d8-45f3-a97e-bb14042fa59e,40cae0e9-cc22-45b7-83f8-5ca5013987c5,,6cf1c788-97e2-4ecc-b9a3-f96831a30d8d,2026-06-04T12:23:12.751681Z,49.86
d5a64aba-30ea-419f-8639-2a61bd122e36,71ce25f5-0d70-476a-8e30-7d8c01c702cb,,882325b0-d544-426c-b74e-9b64ff3ef4cc,2025-09-06T09:30:36.751715Z,38.41
a4627326-a7f5-43e1-be96-911dabee2128,ada08aee-5c6a-496c-ac31-9874d65fa9e1,,27366ea9-7d9d-40ad-ab66-17f827a45e78,2026-05-19T02:00:00.752080Z,67.09
d2e1ecb4-1c1c-414d-97fc-a8daebefd0aa,,774b6e79-c264-4482-b7de-ff9da5036544,250b4af0-e307-4429-bc29-3797dfce07ad,2025-07-13T13:11:49.752132Z,129.8
e26e25a5-be2c-4c66-a353-bba91fc8ecf2,518f6089-7637-4b06-a632-afa91eeb04b9,,370920ed-3f8d-46f5-b78d-f4d5c426c5e2,2026-02-12T10:55:45.752282Z,114.39
e9bbfa7b-9fa2-4c24-b126-095436f2232e,075c9b58-ca2b-4b1e-85cc-c56602c4ab69,,bdfcdbcc-7d63-4ecb-9a8f-8ae73ee085fb,2025-08-08T16:05:50.752519Z,69.59
2334dbf5-397c-440a-bc98-f8619a7db200,,b190a4bb-ff47-46da-a88d-a8009c3f5d82,6b43d3b7-aca8-4905-9318-b1c3fbed419e,2025-12-13T13:37:34.752548Z,138.79
14555519-c44c-4ca8-a009-5451ffba80be,492f99e2-fa54-41c0-8796-41f28c6e08dd,,6b43d3b7-aca8-4905-9318-b1c3fbed419e,2025-07-17T15:20:43.752727Z,66.0
b5a75682-8be2-4aa2-914a-0c105fcd5f79,ef9cd077-1222-4ebb-8809-c0d061d6e69f,,cf925fde-e447-40d6-8073-e23c6f551820,2025-11-14T04:56:39.752744Z,18.0
0c6a96e5-5ff6-4c45-9989-6b31ce845e3d,70de7a55-61f7-4dc3-a849-259b83d39e6f,,bb3acd74-a761-49bd-b7bc-fbf35502e696,2025-11-04T07:28:12.752965Z,95.0
3cd5d7cb-3311-4054-a74b-7e5f1ca2c392,aba7749d-e726-4e61-bd1d-315a01fee8bd,,a81b33a7-ba53-452c-8801-04aabe7f038f,2025-11-05T03:54:00.752983Z,133.85
aa958967-7161-4215-853f-7a79453e7d4d,1836c007-409c-47a2-9203-866db173b751,,24a56de7-f7f9-4a74-84ac-6ee7f5d63eeb,2026-05-19T01:52:44.753203Z,95.63
3b30e9b3-e4ec-43e0-b836-fc550c5c482a,53d63402-a235-45c7-b477-84478d07253c,,34b6ae28-67da-41cb-83b1-c97b33dfdb64,2025-08-19T16:51:34.753314Z,100.77
34263789-eafd-46b3-919c-b635b830dbd2,3e8e9ea9-9dde-42f5-945c-e0b482a2c6b4,,25370a5c-dc1e-4a10-bfdc-ad1bca8f7981,2025-09-16T19:12:28.753367Z,114.88
a54dd230-5502-4c41-a701-ac5b627ed7b4,,826b73e9-e1d8-4dda-bb7b-78bf32c6a7c2,262281ca-9da1-4f48-bcc9-dac7c497ca85,2026-05-28T11:20:21.753444Z,77.44
c03d05be-de56-4a73-a47c-4c35e18d09d8,1989e8da-1fa0-40cf-bb0a-9b4001784526,,6b43d3b7-aca8-4905-9318-b1c3fbed419e,2025-10-05T00:21:38.753642Z,80.79
